accountID,town,country,age,job,married,education,defaulted?,current_balance,housing,has_loan,last_contact,cc_tr,last_contact_day,last_contact_month,campaign,days_since_last_contact,previous,poutcome,made_deposit
64834638,Stockport,UK,55,blue-collar,married,primary,no,781,yes,no,cellular,5,3,feb,3,270,2,failure,no
56296506,Gateshead,UK,30,management,married,tertiary,no,1567,yes,no,cellular,2,12,aug,4,-1,0,unknown,yes
87462244,Glasgow,UK,31,management,single,tertiary,no,3,no,no,cellular,2,4,feb,2,-1,0,unknown,no
95161545,Raleigh,UK,34,technician,single,secondary,no,16,no,no,cellular,4,13,aug,1,-1,0,unknown,yes
56864609,Portsmouth,UK,42,management,divorced,tertiary,no,238,no,no,cellular,5,25,sep,1,-1,0,unknown,yes
63607435,Solihull,UK,31,technician,single,tertiary,no,176,no,no,cellular,2,21,aug,4,-1,0,unknown,no
20118180,Grimsby,UK,33,admin.,divorced,secondary,no,294,yes,no,cellular,4,8,may,1,-1,0,unknown,yes
99750065,Chelmsford,UK,47,blue-collar,married,primary,no,4040,no,no,cellular,5,11,aug,5,-1,0,unknown,no
90650485,Woking,UK,36,services,single,secondary,no,365,no,no,cellular,3,4,may,1,-1,0,unknown,yes
43943524,Nuneaton,UK,53,blue-collar,married,secondary,no,3079,no,no,cellular,1,5,apr,1,-1,0,unknown,no
87892874,Manchester,UK,35,admin.,divorced,secondary,no,0,no,no,cellular,2,30,jul,6,-1,0,unknown,no
57509955,Belfast,UK,48,management,married,unknown,no,0,yes,no,cellular,2,8,may,1,344,1,other,no
84944784,Eastbourne,UK,57,admin.,divorced,secondary,no,3100,no,yes,cellular,3,29,jul,2,-1,0,unknown,no
31042960,Glasgow,UK,27,blue-collar,married,secondary,no,197,no,no,telephone,1,23,jul,1,-1,0,unknown,no
47970683,Northampton,UK,33,management,married,secondary,no,369,no,no,cellular,5,11,feb,1,-1,0,unknown,yes
79509216,Liverpool,UK,45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,3,13,may,1,-1,0,unknown,yes
10349965,Lincoln,UK,29,blue-collar,single,secondary,no,322,no,no,unknown,3,14,jun,1,96,6,other,yes
40891851,Bournemouth,UK,33,services,married,secondary,no,1076,no,no,cellular,3,11,nov,1,96,5,failure,yes
52799427,Gloucester,UK,30,management,married,tertiary,no,-181,yes,no,cellular,1,19,nov,2,-1,0,unknown,no
53349280,High Wycombe,UK,40,blue-collar,married,secondary,no,100,yes,no,unknown,3,29,may,2,-1,0,unknown,no
91440117,Birmingham,UK,46,admin.,married,secondary,no,0,yes,yes,cellular,2,20,apr,2,259,2,failure,no
56500906,Stockport,UK,45,admin.,married,secondary,no,524,yes,no,cellular,5,23,jul,1,-1,0,unknown,yes
30743850,Southampton,UK,38,technician,divorced,secondary,no,902,yes,no,cellular,1,4,may,3,90,1,success,yes
68269762,County Down,UK,29,self-employed,married,tertiary,no,2305,no,no,cellular,2,27,may,2,-1,0,unknown,no
84314136,London,UK,26,student,single,tertiary,no,1134,no,no,cellular,2,21,apr,4,-1,0,unknown,yes
26564957,Exeter,UK,29,management,single,tertiary,no,5359,no,no,cellular,4,18,feb,1,-1,0,unknown,yes
28470990,Huddersfield,UK,30,management,single,tertiary,no,2544,no,no,cellular,2,9,apr,2,-1,0,unknown,yes
47632480,York,UK,33,blue-collar,married,secondary,no,1134,yes,no,unknown,4,23,may,2,-1,0,unknown,no
55724796,Birmingham,UK,47,technician,married,secondary,no,2246,yes,no,cellular,1,10,jul,1,-1,0,unknown,no
93455132,Birmingham,UK,32,technician,single,unknown,no,491,no,no,cellular,4,9,jul,7,-1,0,unknown,yes
79879634,Glasgow,UK,46,technician,married,secondary,no,68,yes,yes,unknown,1,16,jun,3,-1,0,unknown,no
16504411,Manchester,UK,50,management,married,tertiary,no,414,yes,no,cellular,5,3,apr,1,302,3,failure,yes
89157815,Cardiff,UK,33,services,married,secondary,no,1697,no,no,cellular,3,4,may,1,182,1,success,yes
41198772,Basildon,UK,34,housemaid,married,tertiary,no,897,no,no,cellular,5,12,aug,4,-1,0,unknown,no
68850493,Edinburgh,UK,47,management,single,tertiary,no,334,yes,no,cellular,5,28,jun,3,94,9,success,yes
49631088,Glasgow,UK,38,technician,single,secondary,no,1711,no,no,telephone,4,30,sep,1,-1,0,unknown,yes
41524872,Gateshead,UK,29,technician,single,secondary,no,1612,yes,no,unknown,2,26,may,2,-1,0,unknown,no
39662918,Chelmsford,UK,27,management,single,tertiary,no,3104,yes,no,unknown,3,28,may,2,-1,0,unknown,no
59958168,Worthing,UK,31,self-employed,single,tertiary,no,144,yes,no,unknown,1,16,may,1,-1,0,unknown,yes
51005958,Grimsby,UK,50,admin.,married,secondary,no,4117,no,no,cellular,2,21,nov,1,-1,0,unknown,yes
34777777,Oxford,UK,26,management,single,tertiary,no,3704,no,no,cellular,4,19,aug,4,-1,0,unknown,yes
82652777,Doncaster,UK,51,unknown,married,unknown,no,2642,no,no,cellular,2,29,jul,6,-1,0,unknown,no
42532460,London,UK,37,services,divorced,secondary,no,319,yes,no,unknown,2,6,jun,3,-1,0,unknown,yes
64107275,Bolton,UK,32,technician,divorced,secondary,no,-262,yes,no,telephone,2,28,aug,24,-1,0,unknown,no
92741765,Cheltenham,UK,39,technician,married,secondary,no,1587,yes,no,cellular,4,8,sep,2,98,3,success,yes
23068458,Wigan,UK,36,admin.,divorced,secondary,no,-811,yes,no,cellular,3,12,may,2,-1,0,unknown,yes
48543220,Halifax,UK,48,unemployed,divorced,secondary,no,201,no,no,cellular,5,11,aug,1,-1,0,unknown,yes
81941929,Stockport,UK,26,student,single,secondary,no,132,no,no,cellular,3,4,jun,1,-1,0,unknown,yes
75124758,Bristol,UK,38,blue-collar,married,primary,no,5839,yes,no,unknown,1,4,jun,2,-1,0,unknown,yes
41198031,Grimsby,UK,54,unemployed,single,secondary,no,3611,yes,no,cellular,4,5,feb,1,-1,0,unknown,no
61064697,Lincoln,UK,24,student,single,primary,no,0,no,no,unknown,4,5,jun,26,-1,0,unknown,no
29883480,Southport,UK,47,admin.,single,secondary,no,3696,no,no,cellular,1,12,jan,4,-1,0,unknown,yes
10302852,Manchester,UK,35,technician,married,secondary,no,5553,yes,no,cellular,4,6,apr,3,136,7,failure,no
77909491,Worcester,UK,35,blue-collar,married,secondary,no,1160,no,yes,telephone,2,19,nov,1,-1,0,unknown,no
42150978,Plymouth,UK,32,services,single,secondary,no,2881,no,no,cellular,4,2,jul,1,-1,0,unknown,yes
75891286,Sale,UK,35,management,divorced,tertiary,no,457,yes,no,cellular,3,5,feb,3,-1,0,unknown,no
58580448,Warrington,UK,49,services,married,primary,no,5737,yes,no,unknown,4,29,may,2,-1,0,unknown,no
83862882,Solihull,UK,39,technician,married,secondary,no,0,yes,no,unknown,3,5,may,1,-1,0,unknown,no
98441633,Southend-on-Sea,UK,24,student,single,unknown,no,358,no,no,cellular,4,14,jun,1,384,1,other,yes
90730976,London,UK,47,blue-collar,married,secondary,no,3630,yes,no,unknown,2,14,may,4,-1,0,unknown,no
76582053,Birmingham,UK,42,admin.,single,secondary,no,-247,yes,yes,telephone,3,21,oct,1,166,1,other,yes
32628592,Weston-super-Mare,UK,28,self-employed,single,tertiary,no,1579,no,no,cellular,4,13,jan,1,91,3,failure,yes
26731245,Liverpool,UK,36,self-employed,married,tertiary,no,506,no,no,cellular,5,3,nov,1,70,2,failure,yes
92457267,Halifax,UK,21,student,single,secondary,no,123,no,no,telephone,1,12,aug,1,-1,0,unknown,yes
83833144,Glasgow,UK,61,retired,married,secondary,no,1058,no,no,cellular,5,27,apr,3,-1,0,unknown,yes
20425838,Portsmouth,UK,43,blue-collar,married,secondary,no,1324,yes,no,telephone,3,12,may,5,-1,0,unknown,no
71729717,Belfast,UK,39,technician,single,secondary,no,391,no,yes,cellular,5,30,jul,4,-1,0,unknown,yes
12938092,Bath,UK,44,management,married,tertiary,no,0,yes,no,cellular,3,31,jul,5,-1,0,unknown,no
51523874,Coventry,UK,44,unemployed,married,tertiary,no,1151,yes,no,unknown,5,5,jun,2,-1,0,unknown,no
60397298,Sutton Coldfield,UK,38,technician,married,secondary,no,381,yes,no,unknown,2,29,may,2,-1,0,unknown,no
95432314,Colchester,UK,57,unknown,married,unknown,no,19268,no,no,unknown,4,23,oct,1,-1,0,unknown,yes
50366950,St Albans,UK,33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,3,8,jul,1,-1,0,unknown,yes
23856113,Northampton,UK,30,management,single,tertiary,no,2,no,no,cellular,4,27,aug,21,-1,0,unknown,no
49974060,Bristol,UK,49,technician,married,secondary,no,788,no,no,unknown,5,17,jun,7,-1,0,unknown,no
75572044,Birmingham,UK,29,technician,married,secondary,no,767,yes,no,cellular,3,5,feb,1,-1,0,unknown,no
62057199,Warrington,UK,30,blue-collar,married,secondary,no,378,yes,no,cellular,2,14,may,2,-1,0,unknown,yes
58173591,Rotherham,UK,47,management,divorced,tertiary,no,107,no,no,unknown,2,15,may,1,-1,0,unknown,no
66741057,County Down,UK,32,blue-collar,married,primary,no,388,yes,no,cellular,4,15,apr,2,-1,0,unknown,no
23319399,Glasgow,UK,36,services,married,secondary,no,4721,no,no,cellular,3,9,jun,1,92,5,success,yes
48776944,Wigan,UK,35,management,divorced,tertiary,no,859,yes,yes,cellular,2,19,nov,1,-1,0,unknown,yes
15825334,Woking,UK,35,admin.,married,secondary,no,2374,yes,no,cellular,4,11,aug,2,183,5,success,yes
89642668,Darlington,UK,72,retired,married,secondary,no,951,no,yes,cellular,1,12,mar,3,339,1,failure,yes
97315244,Slough,UK,39,admin.,divorced,secondary,no,32,no,yes,unknown,2,20,jun,10,-1,0,unknown,no
64912391,York,UK,35,technician,single,secondary,no,1693,yes,no,cellular,1,26,may,1,105,1,success,no
95532877,Northampton,UK,32,technician,married,secondary,no,660,no,no,cellular,3,25,oct,2,490,1,failure,yes
93537659,Birmingham,UK,30,management,single,tertiary,no,572,no,n,cellular,5,17,jun,3,183,2,success,yes
27321478,Gateshead,UK,37,management,married,tertiary,no,0,yes,no,cellular,2,23,apr,5,153,7,failure,yes
56876135,York,UK,33,management,married,tertiary,no,322,yes,no,cellular,2,16,apr,3,-1,0,unknown,no
80351568,Derby,UK,57,retired,divorced,secondary,no,316,no,no,cellular,1,28,jan,2,-1,0,unknown,no
39179087,Reading,UK,38,admin.,divorced,secondary,no,407,yes,yes,cellular,2,19,aug,1,-1,0,unknown,no
91683534,Sheffield,UK,41,entrepreneur,married,primary,no,406,no,no,unknown,1,6,jun,1,-1,0,unknown,no
39326783,Luton,UK,47,unemployed,married,secondary,no,312,no,no,cellular,1,29,jul,1,-1,0,unknown,yes
16600593,Luton,UK,53,management,married,tertiary,no,1624,no,no,cellular,4,11,nov,3,97,7,success,yes
39643043,Telford,UK,33,unemployed,married,tertiary,no,3335,no,no,cellular,5,15,jun,1,301,6,failure,no
61155498,Halifax,UK,40,services,married,secondary,no,-116,yes,no,unknown,3,29,may,3,-1,0,unknown,no
68213506,Oxford,UK,47,admin.,married,tertiary,no,12276,no,no,unknown,1,20,jun,5,-1,0,unknown,no
38363856,Salford,UK,31,management,single,tertiary,no,2,no,no,cellular,3,8,aug,1,-1,0,unknown,yes
95449319,Oldham,UK,59,blue-collar,married,secondary,yes,-918,yes,no,unknown,2,16,jun,2,-1,0,unknown,no
48386237,Gateshead,UK,20,student,single,secondary,no,215,no,no,cellular,3,24,feb,1,92,6,success,yes
16967081,Birkenhead,UK,64,unemployed,divorced,secondary,no,588,no,no,cellular,3,8,mar,1,-1,0,unknown,yes
34502271,Birmingham,UK,30,blue-collar,married,secondary,no,246,yes,no,cellular,4,18,nov,2,113,5,failure,no
17144085,Worcester,UK,35,technician,single,secondary,no,365,yes,no,unknown,1,8,may,2,-1,0,unknown,no
25745849,London,UK,50,services,married,secondary,no,901,yes,no,unknown,4,20,jun,6,-1,0,unknown,no
58200610,Swansea,UK,56,housemaid,divorced,secondary,no,1866,no,yes,cellular,4,1,oct,1,-1,0,unknown,no
42849432,London,UK,50,technician,married,tertiary,no,247,no,no,unknown,2,23,may,1,-1,0,unknown,no
40573665,London,UK,30,student,single,secondary,no,1681,no,no,cellular,3,23,mar,1,106,2,success,yes
19894748,Halifax,UK,75,retired,divorced,secondary,no,1341,no,no,cellular,1,18,dec,7,-1,0,unknown,yes
73531403,Peterborough,UK,21,student,single,secondary,no,71,no,no,cellular,2,13,jan,2,-1,0,unknown,yes
16210122,Gateshead,UK,35,technician,married,secondary,no,545,yes,no,cellular,2,16,apr,1,234,4,failure,yes
66566141,Coventry,UK,35,admin.,single,secondary,no,507,yes,no,cellular,2,22,jul,2,-1,0,unknown,yes
77759704,Gateshead,UK,36,blue-collar,married,secondary,no,723,yes,no,cellular,3,31,jul,2,-1,0,unknown,no
98306809,London,UK,59,retired,single,secondary,yes,-341,no,yes,cellular,4,14,jul,3,-1,0,unknown,no
78019787,Blackpool,UK,51,blue-collar,married,primary,no,201,yes,no,cellular,1,17,jul,2,-1,0,unknown,yes
91885245,Poole,UK,33,management,single,tertiary,no,275,no,no,cellular,3,18,nov,1,-1,0,unknown,no
52455080,Glasgow,UK,35,technician,married,tertiary,no,4,yes,no,cellular,2,14,may,1,-1,0,unknown,no
82249898,Salford,UK,60,blue-collar,married,primary,no,5,no,no,cellular,3,4,may,1,95,2,success,yes
27071350,Dundee,UK,30,admin.,single,secondary,no,2568,no,no,cellular,4,4,sep,1,100,4,other,yes
94391535,St Albans,UK,26,admin.,single,secondary,no,96,no,no,cellular,4,11,aug,1,70,3,failure,yes
44261286,Liverpool,UK,28,admin.,married,secondary,no,170,yes,yes,unknown,4,21,may,1,-1,0,unknown,no
19804656,Gloucester,UK,51,blue-collar,married,secondary,no,4695,no,no,cellular,3,29,aug,10,-1,0,unknown,no
76244753,Liverpool,UK,36,technician,married,tertiary,no,4596,yes,no,cellular,5,16,apr,2,-1,0,unknown,yes
40916222,Colchester,UK,30,technician,single,tertiary,no,411,no,no,cellular,4,22,oct,3,149,2,failure,yes
67509295,London,UK,38,services,married,secondary,no,0,no,yes,cellular,4,16,jul,6,-1,0,unknown,no
15556520,Liverpool,UK,37,technician,married,primary,no,0,yes,no,unknown,2,6,may,4,-1,0,unknown,no
44760885,Watford,UK,32,admin.,single,secondary,no,555,yes,no,cellular,2,9,sep,1,-1,0,unknown,yes
89665895,Rotherham,UK,56,retired,married,primary,no,1947,no,no,cellular,2,2,mar,2,123,5,failure,yes
22714800,Northampton,UK,37,management,single,tertiary,no,230,yes,yes,cellular,1,2,feb,2,272,1,failure,no
23836643,Nuneaton,UK,37,technician,single,tertiary,no,0,no,no,unknown,4,1,jul,2,-1,0,unknown,yes
55343373,Liverpool,UK,38,blue-collar,married,secondary,no,1165,yes,no,cellular,5,13,aug,3,94,10,failure,yes
49818988,Stevenage,UK,36,blue-collar,married,primary,no,243,yes,yes,unknown,1,30,may,2,-1,0,unknown,no
29532285,Leicester,UK,67,retired,married,primary,no,942,no,no,cellular,2,6,nov,2,84,2,other,yes
21675494,Leeds,UK,37,management,married,tertiary,no,347,yes,no,cellular,1,22,jul,1,-1,0,unknown,no
39898071,Glasgow,UK,51,management,divorced,tertiary,no,0,yes,no,cellular,4,28,jul,4,-1,0,unknown,no
60532836,Glasgow,UK,29,management,married,secondary,no,231,no,no,cellular,1,14,may,1,14,1,failure,yes
70819468,Blackpool,UK,42,blue-collar,married,secondary,no,1598,yes,yes,cellular,1,16,apr,2,-1,0,unknown,yes
28104722,Edinburgh,UK,44,blue-collar,divorced,unknown,no,284,no,no,cellular,2,3,feb,4,187,5,other,no
83476868,Hartlepool,UK,34,management,married,tertiary,no,606,no,no,cellular,3,20,apr,1,-1,0,unknown,yes
52630765,Liverpool,UK,41,technician,married,secondary,no,1819,no,no,cellular,3,22,sep,1,371,3,failure,yes
68485235,Chesterfield,UK,73,retired,married,tertiary,no,459,no,no,cellular,1,17,feb,1,-1,0,unknown,yes
24505382,Lincoln,UK,56,retired,married,secondary,no,-1206,yes,no,cellular,5,15,jun,2,-1,0,unknown,yes
20807423,Grimsby,UK,32,services,single,tertiary,no,1743,yes,no,cellular,3,1,apr,1,261,3,other,no
21750526,Birmingham,UK,34,entrepreneur,single,tertiary,no,714,yes,no,unknown,3,12,may,4,-1,0,unknown,no
72140756,Stoke-on-Trent,UK,40,blue-collar,married,secondary,no,1844,yes,no,cellular,3,11,may,1,-1,0,unknown,no
24305082,London,UK,28,student,single,secondary,no,5916,no,no,cellular,4,22,may,1,63,5,failure,no
81655781,Southend-on-Sea,UK,58,entrepreneur,married,primary,no,1153,yes,yes,telephone,3,12,may,6,337,6,failure,no
77870078,High Wycombe,UK,31,management,married,tertiary,no,1514,no,no,cellular,2,12,aug,2,-1,0,unknown,no
35389776,Salford,UK,25,services,married,secondary,no,50,yes,no,unknown,4,5,may,1,-1,0,unknown,no
52731130,Darlington,UK,83,retired,single,primary,no,1965,no,no,telephone,4,13,oct,3,-1,0,unknown,yes
10660610,Birmingham,UK,33,management,married,tertiary,no,1064,yes,no,cellular,3,13,may,1,-1,0,unknown,yes
84900624,Liverpool,UK,44,services,married,primary,no,2557,yes,no,cellular,1,14,apr,1,181,8,success,yes
86663820,Edinburgh,UK,47,admin.,married,secondary,no,290,yes,no,cellular,1,22,jul,2,-1,0,unknown,yes
45153943,Sheffield,UK,36,blue-collar,married,secondary,no,536,yes,no,cellular,5,8,apr,3,-1,0,unknown,yes
75360785,London,UK,49,blue-collar,married,primary,yes,-354,no,yes,cellular,2,7,jul,1,-1,0,unknown,no
23178688,Plymouth,UK,34,blue-collar,single,primary,no,505,yes,no,unknown,4,13,may,1,-1,0,unknown,no
64124709,Stoke-on-Trent,UK,27,blue-collar,single,primary,no,265,yes,no,cellular,4,13,may,2,-1,0,unknown,yes
56960829,Kingston upon Hull,UK,27,admin.,single,tertiary,no,689,no,no,cellular,5,26,jan,1,307,1,failure,no
62780832,London,UK,49,blue-collar,married,primary,no,408,no,no,cellular,5,12,aug,4,-1,0,unknown,yes
71458485,London,UK,48,management,married,tertiary,no,3842,no,no,cellular,2,1,oct,1,122,2,success,no
21715554,Grimsby,UK,24,student,single,tertiary,no,3415,no,no,cellular,3,27,apr,1,-1,0,unknown,yes
47567691,Worthing,UK,37,blue-collar,married,primary,no,0,yes,no,unknown,1,26,may,1,-1,0,unknown,no
35640361,High Wycombe,UK,50,admin.,divorced,secondary,no,0,yes,no,unknown,4,20,jun,1,-1,0,unknown,no
57827923,Glasgow,UK,55,retired,married,secondary,no,241,yes,no,unknown,5,20,jun,6,-1,0,unknown,no
66822939,Newport,UK,47,housemaid,married,tertiary,no,2290,no,no,cellular,3,15,apr,1,-1,0,unknown,no
87524130,Woking,UK,32,services,single,secondary,no,-198,yes,no,unknown,4,21,may,3,-1,0,unknown,yes
74498692,Manchester,UK,54,housemaid,married,primary,no,212,no,no,cellular,2,12,aug,4,-1,0,unknown,no
14624298,Salford,UK,39,technician,married,tertiary,no,94,yes,yes,unknown,5,16,may,1,-1,0,unknown,yes
55937233,Worcester,UK,53,management,divorced,tertiary,no,50,yes,no,cellular,3,15,may,1,337,3,failure,yes
94254824,Leicester,UK,44,admin.,divorced,secondary,no,2999,yes,no,cellular,1,14,may,1,-1,0,unknown,yes
92650097,Middlesbrough,UK,27,admin.,married,tertiary,no,73,no,no,cellular,5,10,feb,1,-1,0,unknown,yes
94363495,Watford,UK,30,self-employed,single,tertiary,no,916,no,no,cellular,3,29,mar,2,90,2,success,yes
93524735,Liverpool,UK,42,services,married,secondary,no,1165,yes,no,cellular,1,18,may,6,-1,0,unknown,no
39931314,Bedford,UK,26,student,single,unknown,no,826,no,no,cellular,5,29,jan,1,-1,0,unknown,no
37843027,Kingston upon Hull,UK,49,unemployed,married,primary,no,518,no,no,cellular,5,29,jan,2,-1,0,unknown,yes
77076294,Bolton,UK,39,services,married,secondary,no,304,yes,yes,unknown,3,9,may,1,-1,0,unknown,no
94966317,Rochdale,UK,32,technician,single,tertiary,no,569,no,yes,cellular,3,29,jan,1,-1,0,unknown,no
90818443,Preston,UK,34,technician,single,tertiary,no,992,yes,no,cellular,2,5,feb,2,-1,0,unknown,yes
27314608,Warrington,UK,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,1,15,mar,6,182,2,success,yes
32945126,Blackburn,UK,46,technician,married,tertiary,no,4176,yes,no,unknown,4,12,jun,6,-1,0,unknown,no
12390742,Glasgow,UK,51,technician,divorced,secondary,no,2323,yes,yes,cellular,2,18,aug,10,-1,0,unknown,no
29357437,Newport,UK,29,self-employed,single,tertiary,no,476,yes,no,cellular,3,18,may,1,-1,0,unknown,yes
45253439,Cambridge,UK,26,entrepreneur,single,secondary,no,101,yes,no,cellular,4,5,feb,1,268,1,failure,yes
93855356,Cardiff,UK,42,management,married,tertiary,no,0,no,no,cellular,1,6,aug,3,-1,0,unknown,no
97269145,Hartlepool,UK,29,management,single,unknown,no,560,no,no,cellular,4,5,apr,1,307,1,failure,yes
30729811,Raleigh,UK,46,admin.,married,secondary,no,-522,yes,no,cellular,5,27,mar,3,239,13,other,yes
58652818,Basingstoke,UK,38,services,divorced,secondary,no,446,yes,no,unknown,4,18,jun,4,-1,0,unknown,no
33722137,Derby,UK,28,management,single,tertiary,no,1720,no,no,cellular,1,14,sep,1,91,4,success,yes
74054137,Edinburgh,UK,43,technician,married,tertiary,no,2643,no,no,cellular,5,12,aug,3,100,5,success,yes
36922144,Oxford,UK,74,retired,married,tertiary,no,4912,no,no,telephone,1,21,oct,3,-1,0,unknown,no
60027852,Chelmsford,UK,67,retired,divorced,secondary,no,704,no,no,cellular,2,3,nov,1,-1,0,unknown,yes
53771838,Hartlepool,UK,33,admin.,single,secondary,no,241,no,no,cellular,3,22,jul,1,-1,0,unknown,no
14500595,Newcastle upon Tyne,UK,35,technician,married,secondary,no,4508,yes,no,cellular,3,18,nov,1,-1,0,unknown,yes
64372127,London,UK,30,admin.,divorced,secondary,no,377,yes,no,unknown,1,4,jun,15,-1,0,unknown,yes
81314682,Bristol,UK,56,management,divorced,tertiary,no,2037,no,no,cellular,3,6,may,1,91,5,success,no
36356879,Newport,UK,26,blue-collar,single,secondary,no,249,yes,no,cellular,3,29,jan,3,262,5,failure,no
19808204,Southport,UK,40,admin.,single,secondary,no,2040,yes,no,cellular,1,18,may,2,350,2,failure,yes
21785333,Nuneaton,UK,29,blue-collar,married,primary,no,630,yes,no,cellular,4,30,jul,5,-1,0,unknown,no
91120964,Poole,UK,43,blue-collar,single,secondary,no,318,yes,no,unknown,5,5,jun,2,-1,0,unknown,yes
88928358,London,UK,42,blue-collar,married,secondary,no,351,yes,no,unknown,5,16,may,21,-1,0,unknown,no
18192048,Hastings,UK,52,services,divorced,primary,no,130,yes,no,unknown,3,29,may,2,-1,0,unknown,no
34842582,Huddersfield,UK,65,entrepreneur,married,tertiary,no,2331,no,no,telephone,2,11,aug,1,183,2,success,yes
90072980,Rochdale,UK,51,management,divorced,tertiary,no,119,no,no,unknown,1,5,jun,2,-1,0,unknown,no
91882160,Watford,UK,30,admin.,single,secondary,no,69,yes,no,cellular,1,17,apr,1,-1,0,unknown,yes
50253317,London,UK,57,admin.,married,primary,no,215,yes,yes,cellular,3,17,jul,2,-1,0,unknown,no
70499048,Worthing,UK,75,retired,married,primary,no,358,no,no,cellular,1,17,feb,11,-1,0,unknown,yes
94419949,High Wycombe,UK,43,blue-collar,single,primary,no,0,no,no,cellular,3,9,jul,1,-1,0,unknown,yes
50977822,Hastings,UK,48,management,single,tertiary,no,334,yes,no,cellular,1,28,sep,2,92,12,success,yes
70720065,Kingston upon Hull,UK,40,technician,married,secondary,no,66,yes,no,unknown,1,12,may,8,-1,0,unknown,no
63100674,Telford,UK,31,technician,single,secondary,no,147,yes,no,unknown,1,7,may,1,-1,0,unknown,no
18813084,Birmingham,UK,32,technician,single,tertiary,no,720,no,no,cellular,1,12,aug,4,-1,0,unknown,no
50503791,Nuneaton,UK,42,technician,single,unknown,no,11115,no,no,cellular,5,10,aug,1,102,1,success,yes
20483022,Sale,UK,37,self-employed,divorced,tertiary,no,60,no,yes,unknown,1,4,jul,3,-1,0,unknown,no
88664845,Stevenage,UK,31,management,single,tertiary,no,78,yes,no,cellular,1,22,jul,2,-1,0,unknown,no
76129171,Chester,UK,34,blue-collar,married,secondary,no,1988,yes,no,telephone,4,29,jan,1,266,2,failure,no
17529272,Halifax,UK,30,admin.,single,tertiary,no,305,no,no,cellular,1,30,apr,1,85,2,success,yes
84977609,Newport,UK,31,technician,married,secondary,no,522,yes,yes,cellular,5,27,aug,4,-1,0,unknown,no
91032456,Sutton Coldfield,UK,30,unemployed,single,secondary,no,2424,no,no,cellular,1,15,feb,1,95,2,success,yes
78001245,Southend-on-Sea,UK,27,technician,single,tertiary,no,372,yes,yes,cellular,4,25,jul,2,-1,0,unknown,yes
88678028,Sale,UK,52,blue-collar,married,primary,no,4793,yes,no,unknown,4,6,jun,2,-1,0,unknown,no
47628288,Nottingham,UK,32,management,single,tertiary,no,1271,yes,no,unknown,2,20,may,1,-1,0,unknown,no
74546312,Stockport,UK,46,admin.,single,secondary,no,1693,yes,no,cellular,1,20,oct,1,-1,0,unknown,yes
91453212,Birmingham,UK,24,admin.,single,secondary,no,1052,no,no,cellular,4,30,apr,1,-1,0,unknown,yes
85184398,Lincoln,UK,47,blue-collar,married,unknown,yes,162,no,no,cellular,1,25,aug,3,-1,0,unknown,yes
93447568,Grimsby,UK,81,retired,married,primary,no,5220,no,no,telephone,4,13,nov,1,94,2,other,yes
78554926,Hemel Hempstead,UK,35,blue-collar,married,secondary,no,67,no,no,unknown,1,20,may,6,-1,0,unknown,no
29038090,Stockport,UK,45,admin.,married,secondary,no,3006,no,no,cellular,3,29,apr,2,-1,0,unknown,yes
11271365,Oldham,UK,28,student,single,unknown,no,78,no,no,cellular,2,4,dec,3,310,2,failure,yes
58816154,Telford,UK,39,blue-collar,single,primary,no,24277,no,no,cellular,4,28,aug,1,-1,0,unknown,yes
91588301,Cardiff,UK,43,admin.,single,secondary,no,56831,no,no,unknown,5,15,may,1,-1,0,unknown,no
64464358,High Wycombe,UK,60,housemaid,married,unknown,no,491,no,no,cellular,4,14,aug,4,-1,0,unknown,no
55544340,Northampton,UK,60,admin.,married,secondary,no,12980,no,no,cellular,4,5,mar,1,-1,0,unknown,yes
23384788,Oldham,UK,39,management,married,tertiary,no,2939,no,no,cellular,4,6,oct,1,99,3,failure,yes
59527512,Halifax,UK,32,blue-collar,divorced,unknown,no,291,yes,yes,unknown,1,27,jun,6,-1,0,unknown,no
62087505,Plymouth,UK,49,blue-collar,married,primary,no,4830,yes,no,unknown,5,6,jun,1,-1,0,unknown,no
56387871,Bristol,UK,35,self-employed,married,secondary,no,2251,no,no,cellular,5,19,aug,8,-1,0,unknown,no
65244634,Milton Keynes,UK,33,technician,married,secondary,no,-74,yes,no,cellular,3,25,jul,4,-1,0,unknown,no
50180896,Sheffield,UK,27,technician,single,secondary,no,489,yes,no,cellular,5,30,jul,4,-1,0,unknown,yes
99871779,Darlington,UK,32,management,married,tertiary,no,0,no,no,unknown,4,9,may,1,-1,0,unknown,no
20503302,Raleigh,UK,26,blue-collar,single,secondary,no,3145,no,no,cellular,1,28,dec,1,209,1,other,yes
28142019,London,UK,41,management,married,tertiary,no,65,yes,no,unknown,1,6,may,2,-1,0,unknown,no
27838994,Leeds,UK,33,admin.,married,secondary,no,920,no,no,cellular,1,13,aug,1,105,1,success,no
77938168,Edinburgh,UK,25,blue-collar,single,secondary,no,-191,yes,no,unknown,4,19,jun,7,-1,0,unknown,yes
21612800,Aberdeen,UK,29,management,single,tertiary,no,-27,no,no,cellular,4,13,may,1,-1,0,unknown,yes
